image_id,label,filename,set,uid,record_id,label_predicted,score_predicted,e_0,e_1,in_test,label_true,labeled,color_prob,color_class,label_undetermined,scores_predicted,label_possible,score_possible,entropy,al_measure,most_needed,fre,incorrect_score,double_checked,dp_is_ldp,dp_depth,dp_depth_alt,dp_parent,display_order,num_children,dp_cluster,num_children_alt,dp_cluster_color,dp_most_needed,direct_most_needed,score_true,color_fre
ZMA_MOLL_47166,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_47166.jpg,,ZMA_MOLL_47166,ZMA_MOLL_47166R,Shell,1.0,-10.2043915,10.55978,1,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.963717495462142,0.61,0,0,18276,15,8123,10477,0,0.0,0,#440154,66.0,18272,,#f8e621
RMNH_MOL_139942_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_139942_1.jpg,,RMNH_MOL_139942_1,RMNH_MOL_139942_1R,Shell,1.0,-7.554558,-13.575478,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18254,12,12293,915,11,10.0,2,#453581,66.0,18272,,#440154
RMNH_MOL_135822,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_135822.jpg,,RMNH_MOL_135822,RMNH_MOL_135822R,Tube,0.748328051278206,-1.1706429,-6.862297,0,,0,#58c765,#ad494a,,0.75,Shell,0.25,0.8139173619331255,18272,66.0,0.9160245177378934,0.61,0,0,18278,10,9754,13624,0,51.0,0,#70cf57,66.0,18272,,#d8e219
RMNH_MOL_139914,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_139914.jpg,,RMNH_MOL_139914,RMNH_MOL_139914R,Shell,1.0,-16.710752,8.96652,1,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,1,18253,14,3922,877,0,0.0,0,#440154,66.0,18272,,#440154
ZMA_MOLL_39329,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_39329.jpg,,ZMA_MOLL_39329,ZMA_MOLL_39329R,Shell,1.0,-6.1203594,14.6589775,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9433837798480972,0.61,0,0,18278,22,9212,13625,3,34.0,1,#1f958b,66.0,18272,,#ece51b
ZMA_MOLL_408995,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_408995.jpg,,ZMA_MOLL_408995,ZMA_MOLL_408995R,Shell,1.0,-17.65005,14.775192,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18274,16,17325,6609,16,19.0,1,#365d8d,66.0,18272,,#440154
RMNH_MOL_233011_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_233011_1.jpg,,RMNH_MOL_233011_1,RMNH_MOL_233011_1R,Label only,1.0,-2.4282055,-15.351309,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18275,12,13584,8263,18,1.0,1,#450559,66.0,18272,,#440154
RMNH_MOL_216506,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_216506.jpg,,RMNH_MOL_216506,RMNH_MOL_216506R,Shell,1.0,-1.7605305,-5.1903105,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.8079641117901095,0.61,0,0,18276,13,12394,10474,0,32.0,0,#218f8d,66.0,18272,,#8ed645
RMNH_MOL_223933,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_223933.jpg,,RMNH_MOL_223933,RMNH_MOL_223933R,Shell,1.0,-13.985095,15.751556,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9630158423460268,0.61,0,0,18267,9,6538,2754,0,0.0,0,#440154,66.0,18272,,#f8e621
ZMA_MOLL_154103,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_154103.jpg,,ZMA_MOLL_154103,ZMA_MOLL_154103R,Shell,1.0,-15.753335,11.033157,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9539815475094036,0.61,0,0,18278,13,10005,13622,0,27.0,0,#287c8e,66.0,18272,,#f1e51d
RMNH_MOL_219921,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_219921.jpg,,RMNH_MOL_219921,RMNH_MOL_219921R,Shell,0.7291555885253673,-5.667736,9.316654,0,,0,#4ec36b,#9c9ede,,0.73,Tube,0.27,0.8426737056819215,18272,66.0,0.8974990729635086,0.61,0,0,18272,16,10779,4983,5,33.0,2,#20928c,66.0,18272,,#cae11f
RMNH_MOL_206935,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_206935.jpg,,RMNH_MOL_206935,RMNH_MOL_206935R,Shell,1.0,-17.060696,14.358299,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.946205777814644,0.61,0,0,18278,15,10508,13623,4,13.0,1,#414487,66.0,18272,,#ece51b
ZMA_MOLL_310549,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_310549.jpg,,ZMA_MOLL_310549,ZMA_MOLL_310549R,Shell,1.0,-16.690052,11.816244,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9242437130050384,0.61,0,1,18214,12,15797,268,3,21.0,1,#32658e,66.0,18272,,#dfe318
RMNH_MOL_5007762_2,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_5007762_2.jpg,,RMNH_MOL_5007762_2,RMNH_MOL_5007762_2R,Slide,1.0,19.738049,10.913166,0,,0,#fde725,#e7ba52,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18275,7,17139,8264,0,44.0,0,#3aba76,66.0,18272,,#440154
RMNH_MOL_150826_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_150826_1.jpg,,RMNH_MOL_150826_1,RMNH_MOL_150826_1R,Label only,1.0,-6.4375696,-18.090336,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.9143598700300642,0.61,0,0,18278,22,16130,13617,0,1.0,0,#450559,66.0,18272,,#d8e219
RMNH_MOL_322137,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_322137.jpg,,RMNH_MOL_322137,RMNH_MOL_322137R,Shell,1.0,-11.251653,18.909363,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9317202801654728,0.61,0,0,18272,14,16830,4984,0,23.0,0,#2e6d8e,66.0,18272,,#dfe318
RMNH_MOL_224687,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_224687.jpg,,RMNH_MOL_224687,RMNH_MOL_224687R,Shell,0.9315858925635768,-15.320895,10.128857,0,,0,#d2e21b,#9c9ede,,0.93,"Tube,Label only","0.03,0.03",0.4283666939535188,18272,66.0,0.8205330792424453,0.61,0,0,18278,16,38,13618,10,5.0,1,#481c6e,66.0,18272,,#95d840
RMNH_MOL_208416,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_208416.jpg,,RMNH_MOL_208416,RMNH_MOL_208416R,Shell,1.0,-10.553397,16.679474,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9605696674954712,0.61,0,0,18278,17,8619,13619,6,3.0,2,#471164,66.0,18272,,#f1e51d
RMNH_MOL_234692,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_234692.jpg,,RMNH_MOL_234692,RMNH_MOL_234692R,,0.037112575,-13.881851,18.803886,0,,0,#460b5e,#AAAAAA,,,,,-inf,18272,66.0,0.0,0.61,0,0,18262,13,10818,1646,7,11.0,2,#443a83,66.0,18272,,#440154
RMNH_MOL_173120,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_173120.jpg,,RMNH_MOL_173120,RMNH_MOL_173120R,Shell,1.0,-12.599482,11.10936,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,21,606,13620,0,4.0,0,#481769,66.0,18272,,#440154
RMNH_MOL_142486,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_142486.jpg,,RMNH_MOL_142486,RMNH_MOL_142486R,Shell,1.0,-6.559659,10.97481,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9515652731014236,0.61,0,0,18278,18,16161,13621,2,55.0,1,#98d83e,66.0,18272,,#ece51b
ZMA_MOLL_11918,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_11918.jpg,,ZMA_MOLL_11918,ZMA_MOLL_11918R,Shell,1.0,-11.4016075,17.816528,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,24,5602,13603,2,9.0,1,#46307e,66.0,18272,,#440154
ZMA_MOLL_42162,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_42162.jpg,,ZMA_MOLL_42162,ZMA_MOLL_42162R,Shell,1.0,-11.798129,10.900822,1,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18275,17,17557,8307,3,23.0,1,#2e6d8e,66.0,18272,,#440154
RMNH_MOL_143696_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_143696_1.jpg,,RMNH_MOL_143696_1,RMNH_MOL_143696_1R,Label only,1.0,-7.811331,-16.94686,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18276,18,2017,10407,0,6.0,0,#482173,66.0,18272,,#440154
RMNH_MOL_223909,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_223909.jpg,,RMNH_MOL_223909,RMNH_MOL_223909R,Shell,1.0,-15.297079,13.757008,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18272,12,13511,5344,2,5.0,1,#481c6e,66.0,18272,,#440154
ZMA_MOLL_38229,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_38229.jpg,,ZMA_MOLL_38229,ZMA_MOLL_38229R,Shell,1.0,-8.574066,11.340057,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9511654732680892,0.61,0,0,18276,19,17828,10408,3,22.0,1,#30698e,66.0,18272,,#ece51b
RMNH_MOL_311199_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_311199_1.jpg,,RMNH_MOL_311199_1,RMNH_MOL_311199_1R,Shell,0.668472797025937,-15.843119,7.078676,0,,0,#32b67a,#9c9ede,,0.67,Label only,0.33,0.9164791050865148,18272,66.0,0.6237818052983182,0.61,0,0,18274,9,9439,6541,0,1.0,0,#450559,66.0,18272,,#2cb17e
ZMA_MOLL_49263,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_49263.jpg,,ZMA_MOLL_49263,ZMA_MOLL_49263R,Shell,0.701761432796083,-6.0086956,8.047699,0,,0,#44bf70,#9c9ede,,0.7,Tube,0.30,0.8791270676139556,18272,66.0,0.6697775478503066,0.61,0,0,18276,11,7762,10405,55,,4,#800080,66.0,18272,,#3bbb75
ZMA_MOLL_162725,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_162725.jpg,,ZMA_MOLL_162725,ZMA_MOLL_162725R,Shell,1.0,-13.068111,13.727783,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.956778000631626,0.61,0,0,18273,13,8639,6232,3,36.0,1,#1e9d89,66.0,18272,,#f1e51d
RMNH_MOL_148274,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_148274.jpg,,RMNH_MOL_148274,RMNH_MOL_148274R,Shell,1.0,-13.180347,18.566135,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18276,15,962,10406,8,11.0,2,#443a83,66.0,18272,,#440154
ZMA_MOLL_99856,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_99856.jpg,,ZMA_MOLL_99856,ZMA_MOLL_99856R,Shell,1.0,-16.582832,14.126884,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9311215012017768,0.61,0,0,18278,18,5716,13599,12,0.0,3,#440154,66.0,18272,,#dfe318
ZMA_MOLL_30826,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_30826.jpg,,ZMA_MOLL_30826,ZMA_MOLL_30826R,Shell,1.0,-6.1841345,13.556656,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18269,15,18214,3440,2,3.0,1,#471164,66.0,18272,,#440154
RMNH_MOL_219863,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_219863.jpg,,RMNH_MOL_219863,RMNH_MOL_219863R,Shell,1.0,-7.7055492,16.805984,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,20,6110,13600,0,4.0,0,#481769,66.0,18272,,#440154
RMNH_MOL_322169_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_322169_1.jpg,,RMNH_MOL_322169_1,RMNH_MOL_322169_1R,Label only,1.0,-0.65013504,-17.416725,1,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.8147401168266878,0.61,0,0,18273,7,1751,6217,0,2.0,0,#460b5e,66.0,18272,,#8ed645
RMNH_MOL_182780,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_182780.jpg,,RMNH_MOL_182780,RMNH_MOL_182780R,Shell,1.0,-13.607699,15.821796,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,12,9866,13601,16,20.0,1,#34618d,66.0,18272,,#440154
RMNH_MOL_179198,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_179198.jpg,,RMNH_MOL_179198,RMNH_MOL_179198R,Shell,1.0,-15.911677,16.706497,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9582905651346598,0.61,0,0,18278,16,9922,13602,2,24.0,1,#2d718e,66.0,18272,,#f1e51d
ZMA_MOLL_49625,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_49625.jpg,,ZMA_MOLL_49625,ZMA_MOLL_49625R,Shell,1.0,-10.669989,9.0944,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18274,19,15767,6542,16,0.0,2,#440154,66.0,18272,,#440154
RMNH_MOL_217649,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_217649.jpg,,RMNH_MOL_217649,RMNH_MOL_217649R,Shell,1.0,-4.8193407,8.020411,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18275,8,7897,8306,0,46.0,0,#48c16e,66.0,18272,,#440154
RMNH_MOL_318537_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_318537_1.jpg,,RMNH_MOL_318537_1,RMNH_MOL_318537_1R,Shell,1.0,-4.8000774,12.033318,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.8763618038822047,0.61,0,0,18278,19,1324,13595,0,45.0,0,#40bd72,66.0,18272,,#bddf26
RMNH_MOL_179369,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_179369.jpg,,RMNH_MOL_179369,RMNH_MOL_179369R,Shell,1.0,-14.589146,14.70269,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18270,8,4036,3811,3,5.0,1,#481c6e,66.0,18272,,#440154
RMNH_MOL_149677,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_149677.jpg,,RMNH_MOL_149677,RMNH_MOL_149677R,Shell,1.0,-12.518784,14.388649,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9632579589196716,0.61,0,0,18278,23,14256,13596,0,7.0,0,#482677,66.0,18272,,#f8e621
RMNH_MOL_159545_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_159545_1.jpg,,RMNH_MOL_159545_1,RMNH_MOL_159545_1R,Label only,1.0,-1.0107479,-17.46747,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.8947101395961148,0.61,0,0,18278,12,14589,13597,2,2.0,1,#460b5e,66.0,18272,,#cae11f
RMNH_MOL_174432,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_174432.jpg,,RMNH_MOL_174432,RMNH_MOL_174432R,Shell,1.0,-15.840471,15.263065,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18249,9,13008,695,6,0.0,1,#440154,66.0,18272,,#440154
RMNH_MOL_178508,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_178508.jpg,,RMNH_MOL_178508,RMNH_MOL_178508R,Shell,1.0,-15.741149,16.374912,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,17,2635,13598,2,1.0,1,#450559,66.0,18272,,#440154
RMNH_MOL_219881_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_219881_1.jpg,,RMNH_MOL_219881_1,RMNH_MOL_219881_1R,Shell,1.0,-15.291463,14.921749,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9212827376921118,0.61,0,0,18273,10,3088,6237,0,38.0,0,#20a486,66.0,18272,,#d8e219
RMNH_MOL_218134,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_218134.jpg,,RMNH_MOL_218134,RMNH_MOL_218134R,Shell,1.0,-8.434873,8.411722,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9355809250846476,0.61,0,0,18272,22,17812,5256,0,4.0,0,#481769,66.0,18272,,#e5e419
RMNH_MOL_218656_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_218656_1.jpg,,RMNH_MOL_218656_1,RMNH_MOL_218656_1R,Label only,1.0,-6.646755,-14.365229,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,19,10864,13593,0,1.0,0,#450559,66.0,18272,,#440154
RMNH_MOL_223934_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_223934_1.jpg,,RMNH_MOL_223934_1,RMNH_MOL_223934_1R,Label only,1.0,-4.3896675,-19.506746,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.8853393252674387,0.61,0,0,18276,15,12017,10333,13,1.0,2,#450559,66.0,18272,,#c2df23
RMNH_MOL_174320,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_174320.jpg,,RMNH_MOL_174320,RMNH_MOL_174320R,Shell,1.0,-9.051851,10.951235,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9611167931376888,0.61,0,0,18276,13,5369,10334,22,,3,#800080,66.0,18272,,#f1e51d
ZMA_MOLL_408910,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_408910.jpg,,ZMA_MOLL_408910,ZMA_MOLL_408910R,Shell,1.0,-18.326654,7.289772,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.8870574343862188,0.61,0,0,18272,6,4898,5255,2,37.0,1,#1fa188,66.0,18272,,#c2df23
RMNH_MOL_211362_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_211362_1.jpg,,RMNH_MOL_211362_1,RMNH_MOL_211362_1R,Label only,1.0,-4.246501,-17.048283,1,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.7854431520151447,0.61,0,0,18276,10,8422,10335,0,2.0,0,#460b5e,66.0,18272,,#7ad151
RMNH_MOL_223909_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_223909_1.jpg,,RMNH_MOL_223909_1,RMNH_MOL_223909_1R,Label only,1.0,-8.557462,-15.630915,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.8176855392218358,0.61,0,1,18207,9,16814,239,4,10.0,1,#453581,66.0,18272,,#95d840
RMNH_MOL_149440,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_149440.jpg,,RMNH_MOL_149440,RMNH_MOL_149440R,Shell,1.0,-13.662643,13.315769,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9667453784563416,0.61,0,0,18278,17,10166,13594,8,16.0,2,#3b518b,66.0,18272,,#f8e621
RMNH_MOL_209670_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_209670_1.jpg,,RMNH_MOL_209670_1,RMNH_MOL_209670_1R,Shell,1.0,-0.37018204,-17.62746,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.5799365284699982,0.61,0,0,18276,11,15113,10343,7,5.0,1,#481c6e,66.0,18272,,#21a685
RMNH_MOL_232242,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_232242.jpg,,RMNH_MOL_232242,RMNH_MOL_232242R,Shell,1.0,-9.217988,18.033909,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9273904360281426,0.61,0,0,18275,24,12625,8338,26,0.0,2,#440154,66.0,18272,,#dfe318
RMNH_MOL_221614_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_221614_1.jpg,,RMNH_MOL_221614_1,RMNH_MOL_221614_1R,Label only,1.0,-4.9132824,-15.325287,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,20,15915,13589,7,15.0,2,#3d4d8a,66.0,18272,,#440154
RMNH_MOL_142305_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_142305_1.jpg,,RMNH_MOL_142305_1,RMNH_MOL_142305_1R,Label only,1.0,-1.9686241,-19.391048,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18276,7,1165,10331,0,2.0,0,#460b5e,66.0,18272,,#440154
RMNH_MOL_168634_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_168634_1.jpg,,RMNH_MOL_168634_1,RMNH_MOL_168634_1R,Shell,1.0,-13.759128,19.921482,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.8814156706623509,0.61,0,0,18278,22,16000,13590,4,3.0,1,#471164,66.0,18272,,#bddf26
ZMA_MOLL_51952,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_51952.jpg,,ZMA_MOLL_51952,ZMA_MOLL_51952R,Shell,1.0,-8.814747,17.346375,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18264,18,7201,1969,0,13.0,0,#414487,66.0,18272,,#440154
RMNH_MOL_182310,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_182310.jpg,,RMNH_MOL_182310,RMNH_MOL_182310R,Shell,1.0,-11.998621,10.716421,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9601402043917912,0.61,0,0,18278,13,3592,13591,0,8.0,0,#472c7a,66.0,18272,,#f1e51d
RMNH_MOL_212833,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_212833.jpg,,RMNH_MOL_212833,RMNH_MOL_212833R,Shell,1.0,-12.773686,15.017933,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9652657362491224,0.61,0,0,18278,16,18172,13592,8,0.0,2,#440154,66.0,18272,,#f8e621
ZMA_MOLL_49621,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_49621.jpg,,ZMA_MOLL_49621,ZMA_MOLL_49621R,Shell,1.0,-15.357199,12.987316,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9640616519000074,0.61,0,0,18278,10,10351,13584,0,23.0,0,#2e6d8e,66.0,18272,,#f8e621
RMNH_MOL_220881_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_220881_1.jpg,,RMNH_MOL_220881_1,RMNH_MOL_220881_1R,Label only,1.0,-2.8192558,-15.296277,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.6499740795864735,0.61,0,0,18268,17,6927,2841,0,15.0,0,#3d4d8a,66.0,18272,,#32b67a
RMNH_MOL_190648,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_190648.jpg,,RMNH_MOL_190648,RMNH_MOL_190648R,,0.061283555,-14.7561245,15.23349,0,,0,#481769,#AAAAAA,,,,,-inf,18272,66.0,0.0,0.61,0,0,18278,10,2155,13585,0,25.0,0,#2b748e,66.0,18272,,#440154
RMNH_MOL_190088,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_190088.jpg,,RMNH_MOL_190088,RMNH_MOL_190088R,Shell,1.0,-16.496866,11.056204,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9481546862062952,0.61,0,0,18278,18,10261,13586,2,35.0,1,#1f998a,66.0,18272,,#ece51b
RMNH_MOL_179082,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_179082.jpg,,RMNH_MOL_179082,RMNH_MOL_179082R,Shell,1.0,-16.315353,14.91856,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9431589238322888,0.61,0,0,18274,11,3693,6459,5,5.0,2,#481c6e,66.0,18272,,#ece51b
RMNH_MOL_221511,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_221511.jpg,,RMNH_MOL_221511,RMNH_MOL_221511R,Shell,1.0,-14.600733,15.372894,0,Shell,1,#800080,#9c9ede,,1.0,,,-0.0,18272,28.0,0.9643596936855354,0.61,1,0,18278,11,14053,13587,56,28.0,3,#27808e,28.0,18272,1.0,#f8e621
ZMA_MOLL_162678,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_162678.jpg,,ZMA_MOLL_162678,ZMA_MOLL_162678R,Shell,1.0,-12.769423,19.161484,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9178274842903812,0.61,0,0,18276,21,14202,10332,4,58.0,2,#b8de29,66.0,18272,,#d8e219
ZMA_MOLL_2503318,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_2503318.jpg,,ZMA_MOLL_2503318,ZMA_MOLL_2503318R,Slide,0.5707232806618837,16.23785,8.578255,0,,0,#1fa188,#e7ba52,,0.57,Label only,0.43,0.9855193931545544,18272,66.0,0.4377115408877782,0.61,0,0,18278,10,16840,13588,15,63.0,2,#ece51b,66.0,18272,,#25848e
RMNH_MOL_316218_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_316218_1.jpg,,RMNH_MOL_316218_1,RMNH_MOL_316218_1R,Label only,1.0,-1.4325981,-17.05331,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18245,11,412,564,0,1.0,0,#450559,66.0,18272,,#440154
ZMA_MOLL_61397,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_61397.jpg,,ZMA_MOLL_61397,ZMA_MOLL_61397R,Shell,1.0,-8.430655,10.210218,1,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9402158006126432,0.61,0,0,18278,11,17522,13580,2,50.0,1,#67cc5c,66.0,18272,,#e5e419
ZMA_MOLL_31849,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_31849.jpg,,ZMA_MOLL_31849,ZMA_MOLL_31849R,Shell,1.0,-10.125895,12.895874,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.953810005020685,0.61,0,0,18278,16,9073,13581,0,13.0,0,#414487,66.0,18272,,#f1e51d
