image_id,label,filename,set,uid,record_id,label_predicted,score_predicted,e_0,e_1,in_test,label_true,labeled,color_prob,color_class,dp_is_ldp,dp_depth,dp_depth_alt,dp_parent,display_order
322_20220617035946,"0,1",/mnt/big/indeed/diopsis_quality/images/322_20220617035946.jpg,,322_20220617035946,322_20220617035946R,,0.017204847,-0.11753845,7.088564,0,,0,#450457,#AAAAAA,0,68461,16,51435,16872
231_20230610101847,"0,1",/mnt/big/indeed/diopsis_quality/images/231_20230610101847.jpg,,231_20230610101847,231_20230610101847R,,0.0,0.94794273,-3.9193382,0,,0,#440154,#AAAAAA,0,68426,7,22665,1635
303_20220610125957,"0,1",/mnt/big/indeed/diopsis_quality/images/303_20220610125957.jpg,,303_20220610125957,303_20220610125957R,,0.019117909,-0.3271408,16.5443,0,,0,#450457,#AAAAAA,0,68449,7,53936,5248
270_20220928212810,"0,1",/mnt/big/indeed/diopsis_quality/images/270_20220928212810.jpg,,270_20220928212810,270_20220928212810R,,0.0,-3.0907173,3.9673138,0,,0,#440154,#AAAAAA,0,68468,20,3338,52797
249_20210805073620,"0,1",/mnt/big/indeed/diopsis_quality/images/249_20210805073620.jpg,,249_20210805073620,249_20210805073620R,,0.0,-0.24832726,-6.886216,0,,0,#440154,#AAAAAA,0,68463,11,6256,23954
264_20210730201854,"0,1",/mnt/big/indeed/diopsis_quality/images/264_20210730201854.jpg,,264_20210730201854,264_20210730201854R,,0.0,3.0732384,-10.498101,0,,0,#440154,#AAAAAA,0,68468,24,35216,52798
304_20220524172800,"0,1",/mnt/big/indeed/diopsis_quality/images/304_20220524172800.jpg,,304_20220524172800,304_20220524172800R,,0.031294584,0.14240646,15.564697,0,,0,#460b5e,#AAAAAA,0,68468,19,22304,52806
315_20220820072430,"0,1",/mnt/big/indeed/diopsis_quality/images/315_20220820072430.jpg,,315_20220820072430,315_20220820072430R,,0.0,-3.2254238,-4.536499,0,,0,#440154,#AAAAAA,0,68466,21,320,38352
281_20220624162529,"0,1",/mnt/big/indeed/diopsis_quality/images/281_20220624162529.jpg,,281_20220624162529,281_20220624162529R,,0.0,0.31018448,-5.0956144,0,,0,#440154,#AAAAAA,0,68462,12,56188,18397
295_20220729173459,"0,1",/mnt/big/indeed/diopsis_quality/images/295_20220729173459.jpg,,295_20220729173459,295_20220729173459R,,0.0,-0.15615273,-8.435106,1,,0,#440154,#AAAAAA,0,68463,16,21211,23955
244_20240814015626,"0,1",/mnt/big/indeed/diopsis_quality/images/244_20240814015626.jpg,,244_20240814015626,244_20240814015626R,,0.0,-1.3965473,6.8755054,0,,0,#440154,#AAAAAA,0,68468,18,30998,52794
281_20240731144706,"0,1",/mnt/big/indeed/diopsis_quality/images/281_20240731144706.jpg,,281_20240731144706,281_20240731144706R,,0.0,-1.5896778,-7.8154984,1,,0,#440154,#AAAAAA,0,68458,16,25492,11840
270_20220730121448,"0,1",/mnt/big/indeed/diopsis_quality/images/270_20220730121448.jpg,,270_20220730121448,270_20220730121448R,,0.0,-2.927702,-4.2303934,0,,0,#440154,#AAAAAA,0,68464,13,35379,26627
250_20211122092708,"0,1",/mnt/big/indeed/diopsis_quality/images/250_20211122092708.jpg,,250_20211122092708,250_20211122092708R,,0.0,4.470566,15.937557,0,,0,#440154,#AAAAAA,0,68468,18,33230,52795
269_20230601113530,"0,1",/mnt/big/indeed/diopsis_quality/images/269_20230601113530.jpg,,269_20230601113530,269_20230601113530R,,0.0,-3.0343056,-4.2796745,0,,0,#440154,#AAAAAA,0,68468,12,49734,52722
323_20231002023812,"0,1",/mnt/big/indeed/diopsis_quality/images/323_20231002023812.jpg,,323_20231002023812,323_20231002023812R,,0.0,-2.6829166,3.6614037,0,,0,#440154,#AAAAAA,0,68466,26,67863,38451
349_20230812170919,"0,1",/mnt/big/indeed/diopsis_quality/images/349_20230812170919.jpg,,349_20230812170919,349_20230812170919R,,0.0,-2.948452,-11.390029,0,,0,#440154,#AAAAAA,0,68465,20,15946,32566
289_20210719013101,"0,1",/mnt/big/indeed/diopsis_quality/images/289_20210719013101.jpg,,289_20210719013101,289_20210719013101R,,0.0,0.24243927,1.8382816,0,,0,#440154,#AAAAAA,0,68468,11,18134,52723
302_20230609141912,"0,1",/mnt/big/indeed/diopsis_quality/images/302_20230609141912.jpg,,302_20230609141912,302_20230609141912R,,0.0,-12.797562,-4.8838434,0,,0,#440154,#AAAAAA,0,68464,19,30531,26577
222_20230605120719,"0,1",/mnt/big/indeed/diopsis_quality/images/222_20230605120719.jpg,,222_20230605120719,222_20230605120719R,,0.0,-4.743387,-3.7260513,0,,0,#440154,#AAAAAA,1,67750,7,51231,159
209_20210812041708,"0,1",/mnt/big/indeed/diopsis_quality/images/209_20210812041708.jpg,,209_20210812041708,209_20210812041708R,,0.0,-0.4487381,3.4054375,0,,0,#440154,#AAAAAA,0,68463,22,48572,23919
368_20230527042947,"0,1",/mnt/big/indeed/diopsis_quality/images/368_20230527042947.jpg,,368_20230527042947,368_20230527042947R,,0.0,1.9511299,5.002331,0,,0,#440154,#AAAAAA,0,68463,16,5564,23920
276_20210824194239,"0,1",/mnt/big/indeed/diopsis_quality/images/276_20210824194239.jpg,,276_20210824194239,276_20210824194239R,,0.0,0.91771317,-11.394314,0,,0,#440154,#AAAAAA,0,68468,24,53210,52725
358_20240604035759,"0,1",/mnt/big/indeed/diopsis_quality/images/358_20240604035759.jpg,,358_20240604035759,358_20240604035759R,,0.008849348,-5.345707,11.406916,0,,0,#440154,#AAAAAA,0,68468,9,26846,52726
282_20230815031641,"0,1",/mnt/big/indeed/diopsis_quality/images/282_20230815031641.jpg,,282_20230815031641,282_20230815031641R,,0.0,1.2916088,6.709751,0,,0,#440154,#AAAAAA,0,68456,16,43185,9506
251_20210912144456,"0,1",/mnt/big/indeed/diopsis_quality/images/251_20210912144456.jpg,,251_20210912144456,251_20210912144456R,,0.0,-2.467575,-12.632734,0,,0,#440154,#AAAAAA,0,68461,18,47126,16796
318_20210811105942,"0,1",/mnt/big/indeed/diopsis_quality/images/318_20210811105942.jpg,,318_20210811105942,318_20210811105942R,,0.0,-1.1065598,-12.347164,1,,0,#440154,#AAAAAA,0,68468,26,27189,52727
272_20230304204653,"0,1",/mnt/big/indeed/diopsis_quality/images/272_20230304204653.jpg,,272_20230304204653,272_20230304204653R,,0.0037959688,0.96840286,12.527687,0,,0,#440154,#AAAAAA,0,68466,20,61508,38449
377_20220618225857,"0,1",/mnt/big/indeed/diopsis_quality/images/377_20220618225857.jpg,,377_20220618225857,377_20220618225857R,,0.0,10.636791,-3.2034798,0,,0,#440154,#AAAAAA,0,68466,15,63195,38450
208_20210801063521,"0,1",/mnt/big/indeed/diopsis_quality/images/208_20210801063521.jpg,,208_20210801063521,208_20210801063521R,,0.0,0.7311039,-10.416221,0,,0,#440154,#AAAAAA,0,68468,29,783,52721
231_20240804075922,"0,1",/mnt/big/indeed/diopsis_quality/images/231_20240804075922.jpg,,231_20240804075922,231_20240804075922R,,0.0,-0.5821972,-4.261075,0,,0,#440154,#AAAAAA,0,68459,19,63227,13716
267_20230309122041,"0,1",/mnt/big/indeed/diopsis_quality/images/267_20230309122041.jpg,,267_20230309122041,267_20230309122041R,,0.026942141,3.9284992,11.81937,0,,0,#46085c,#AAAAAA,0,68464,15,52055,26634
344_20240609193909,"0,1",/mnt/big/indeed/diopsis_quality/images/344_20240609193909.jpg,,344_20240609193909,344_20240609193909R,,0.0,15.287003,4.162342,0,,0,#440154,#AAAAAA,0,68466,13,42539,38433
317_20220821115338,"0,1",/mnt/big/indeed/diopsis_quality/images/317_20220821115338.jpg,,317_20220821115338,317_20220821115338R,,0.0,-2.8514557,-11.264921,0,,0,#440154,#AAAAAA,0,68468,19,12604,52724
337_20220520224638,"0,1",/mnt/big/indeed/diopsis_quality/images/337_20220520224638.jpg,,337_20220520224638,337_20220520224638R,,0.0,0.56287956,4.8148518,0,,0,#440154,#AAAAAA,0,68465,18,1412,32581
211_20210815120506,"0,1",/mnt/big/indeed/diopsis_quality/images/211_20210815120506.jpg,,211_20210815120506,211_20210815120506R,,0.0,-2.3600693,-12.45141,0,,0,#440154,#AAAAAA,0,68464,18,58599,26576
203_20210119024824,"0,1",/mnt/big/indeed/diopsis_quality/images/203_20210119024824.jpg,,203_20210119024824,203_20210119024824R,,0.027962,-8.741264,16.956913,0,,0,#46085c,#AAAAAA,0,68466,10,59097,38447
338_20220419010410,"0,1",/mnt/big/indeed/diopsis_quality/images/338_20220419010410.jpg,,338_20220419010410,338_20220419010410R,,0.006235669,0.53767395,5.1130295,0,,0,#440154,#AAAAAA,0,68466,21,39507,38448
384_20240801085744,"0,1",/mnt/big/indeed/diopsis_quality/images/384_20240801085744.jpg,,384_20240801085744,384_20240801085744R,,0.0,0.34606552,-11.059357,0,,0,#440154,#AAAAAA,0,68460,25,26133,14056
388_20220623145417,"0,1",/mnt/big/indeed/diopsis_quality/images/388_20220623145417.jpg,,388_20220623145417,388_20220623145417R,,0.030969333,11.704906,9.394802,1,,0,#460b5e,#AAAAAA,0,68465,13,43976,32559
344_20240528182522,"0,1",/mnt/big/indeed/diopsis_quality/images/344_20240528182522.jpg,,344_20240528182522,344_20240528182522R,,0.0,15.277077,4.1617737,0,,0,#440154,#AAAAAA,0,68462,12,22325,18437
314_20220630234018,"0,1",/mnt/big/indeed/diopsis_quality/images/314_20220630234018.jpg,,314_20220630234018,314_20220630234018R,,0.0,-2.1971073,3.6229095,0,,0,#440154,#AAAAAA,0,68455,12,46855,8789
255_20210819132712,"0,1",/mnt/big/indeed/diopsis_quality/images/255_20210819132712.jpg,,255_20210819132712,255_20210819132712R,,0.0,-1.1165028,-9.918283,0,,0,#440154,#AAAAAA,0,68460,25,10648,14057
348_20230519215527,"0,1",/mnt/big/indeed/diopsis_quality/images/348_20230519215527.jpg,,348_20230519215527,348_20230519215527R,,0.0057515344,5.9757843,-5.089141,0,,0,#440154,#AAAAAA,0,68456,8,19776,9507
209_20220819104318,"0,1",/mnt/big/indeed/diopsis_quality/images/209_20220819104318.jpg,,209_20220819104318,209_20220819104318R,,0.0,-1.4787312,-10.794639,0,,0,#440154,#AAAAAA,0,68463,23,4543,23932
252_20240812233326,"0,1",/mnt/big/indeed/diopsis_quality/images/252_20240812233326.jpg,,252_20240812233326,252_20240812233326R,,0.0,-0.36868286,6.6928864,0,,0,#440154,#AAAAAA,0,68468,24,28125,52747
305_20210827103702,"0,1",/mnt/big/indeed/diopsis_quality/images/305_20210827103702.jpg,,305_20210827103702,305_20210827103702R,,0.0,0.91241074,-9.877419,0,,0,#440154,#AAAAAA,0,68466,25,3380,38418
249_20220904002009,"0,1",/mnt/big/indeed/diopsis_quality/images/249_20220904002009.jpg,,249_20220904002009,249_20220904002009R,,0.0,-2.6378899,5.2309704,0,,0,#440154,#AAAAAA,0,68466,19,9692,38503
247_20220928141925,"0,1",/mnt/big/indeed/diopsis_quality/images/247_20220928141925.jpg,,247_20220928141925,247_20220928141925R,,0.0,1.5079403,-4.508466,0,,0,#440154,#AAAAAA,0,68468,16,4119,52695
239_20230616110401,"0,1",/mnt/big/indeed/diopsis_quality/images/239_20230616110401.jpg,,239_20230616110401,239_20230616110401R,,0.0,-2.8482132,-5.65098,0,,0,#440154,#AAAAAA,0,68468,14,21700,52696
258_20210717114019,"0,1",/mnt/big/indeed/diopsis_quality/images/258_20210717114019.jpg,,258_20210717114019,258_20210717114019R,,0.0,-10.1942005,1.8816547,0,,0,#440154,#AAAAAA,0,68466,10,42419,38504
355_20220519175315,"0,1",/mnt/big/indeed/diopsis_quality/images/355_20220519175315.jpg,,355_20220519175315,355_20220519175315R,,0.0,-1.9873657,-11.567652,0,,0,#440154,#AAAAAA,0,68468,21,22346,52697
213_20210813065619,"0,1",/mnt/big/indeed/diopsis_quality/images/213_20210813065619.jpg,,213_20210813065619,213_20210813065619R,,0.0,-4.410634,-10.356694,0,,0,#440154,#AAAAAA,0,68468,23,55565,52698
315_20230824181308,"0,1",/mnt/big/indeed/diopsis_quality/images/315_20230824181308.jpg,,315_20230824181308,315_20230824181308R,,0.0,-1.9336357,-5.286211,0,,0,#440154,#AAAAAA,0,68463,16,26131,23921
351_20220910180725,"0,1",/mnt/big/indeed/diopsis_quality/images/351_20220910180725.jpg,,351_20220910180725,351_20220910180725R,,0.0,-0.8581562,-9.682165,0,,0,#440154,#AAAAAA,0,68466,25,60175,38457
341_20230626004156,"0,1",/mnt/big/indeed/diopsis_quality/images/341_20230626004156.jpg,,341_20230626004156,341_20230626004156R,,0.0,-2.66745,4.848118,0,,0,#440154,#AAAAAA,0,68465,21,49910,32580
333_20221107220554,"0,1",/mnt/big/indeed/diopsis_quality/images/333_20221107220554.jpg,,333_20221107220554,333_20221107220554R,,0.0,-6.946642,6.6485043,0,,0,#440154,#AAAAAA,0,68451,11,47413,6457
251_20231210134644,"0,1",/mnt/big/indeed/diopsis_quality/images/251_20231210134644.jpg,,251_20231210134644,251_20231210134644R,,0.0016986799,7.6991806,10.597931,0,,0,#440154,#AAAAAA,0,68462,16,52833,18438
324_20210827133027,"0,1",/mnt/big/indeed/diopsis_quality/images/324_20210827133027.jpg,,324_20210827133027,324_20210827133027R,,0.0,1.9639053,-4.6941376,0,,0,#440154,#AAAAAA,0,68466,8,36786,38417
316_20221016171508,"0,1",/mnt/big/indeed/diopsis_quality/images/316_20221016171508.jpg,,316_20221016171508,316_20221016171508R,,0.0,-3.472948,-5.402478,0,,0,#440154,#AAAAAA,0,68464,17,36737,26581
362_20220625122010,"0,1",/mnt/big/indeed/diopsis_quality/images/362_20220625122010.jpg,,362_20220625122010,362_20220625122010R,,0.0,-2.2702866,-11.158155,1,,0,#440154,#AAAAAA,0,68468,21,3271,52715
385_20240903122534,"0,1",/mnt/big/indeed/diopsis_quality/images/385_20240903122534.jpg,,385_20240903122534,385_20240903122534R,,0.0,-0.7979412,-8.103497,0,,0,#440154,#AAAAAA,0,68468,17,55711,52716
384_20240628141257,"0,1",/mnt/big/indeed/diopsis_quality/images/384_20240628141257.jpg,,384_20240628141257,384_20240628141257R,,0.0,1.7349834,-7.3881435,0,,0,#440154,#AAAAAA,0,68460,15,35152,14058
371_20220823081928,"0,1",/mnt/big/indeed/diopsis_quality/images/371_20220823081928.jpg,,371_20220823081928,371_20220823081928R,,0.0,-0.8390846,-9.319381,0,,0,#440154,#AAAAAA,0,68461,23,61302,16797
241_20230423152344,"0,1",/mnt/big/indeed/diopsis_quality/images/241_20230423152344.jpg,,241_20230423152344,241_20230423152344R,,0.00494655,14.736633,-1.2775898,1,,0,#440154,#AAAAAA,0,68465,16,19102,32579
277_20231117063423,"0,1",/mnt/big/indeed/diopsis_quality/images/277_20231117063423.jpg,,277_20231117063423,277_20231117063423R,,0.0016459252,-4.723173,11.703337,0,,0,#440154,#AAAAAA,0,68463,14,7413,23922
313_20230601042518,"0,1",/mnt/big/indeed/diopsis_quality/images/313_20230601042518.jpg,,313_20230601042518,313_20230601042518R,,0.010417395,-10.534147,3.480114,0,,0,#450457,#AAAAAA,0,68459,13,7797,13717
315_20230614112755,"0,1",/mnt/big/indeed/diopsis_quality/images/315_20230614112755.jpg,,315_20230614112755,315_20230614112755R,,0.0,1.0120735,-4.902072,0,,0,#440154,#AAAAAA,0,68468,10,22590,52719
243_20210803171445,"0,1",/mnt/big/indeed/diopsis_quality/images/243_20210803171445.jpg,,243_20210803171445,243_20210803171445R,,0.0,-2.0117455,-11.729966,0,,0,#440154,#AAAAAA,0,68468,21,60528,52720
326_20210806061248,"0,1",/mnt/big/indeed/diopsis_quality/images/326_20210806061248.jpg,,326_20210806061248,326_20210806061248R,,0.0,1.5536232,19.999268,0,,0,#440154,#AAAAAA,0,68464,21,32383,26580
299_20230805230854,"0,1",/mnt/big/indeed/diopsis_quality/images/299_20230805230854.jpg,,299_20230805230854,299_20230805230854R,,0.0,-3.6476727,4.939089,1,,0,#440154,#AAAAAA,0,68463,24,40628,23923
208_20240408084200,"0,1",/mnt/big/indeed/diopsis_quality/images/208_20240408084200.jpg,,208_20240408084200,208_20240408084200R,,0.023115832,3.2918472,10.81831,0,,0,#46085c,#AAAAAA,0,68455,19,39479,8768
289_20220307234428,"0,1",/mnt/big/indeed/diopsis_quality/images/289_20220307234428.jpg,,289_20220307234428,289_20220307234428R,,0.0,12.305645,11.320461,0,,0,#440154,#AAAAAA,0,68468,15,59040,52717
242_20230901113722,"0,1",/mnt/big/indeed/diopsis_quality/images/242_20230901113722.jpg,,242_20230901113722,242_20230901113722R,,0.0,-1.489521,-4.3999186,0,,0,#440154,#AAAAAA,0,68468,19,36900,52718
271_20210923152754,"0,1",/mnt/big/indeed/diopsis_quality/images/271_20210923152754.jpg,,271_20210923152754,271_20210923152754R,,0.0,-0.67760277,-6.9250593,0,,0,#440154,#AAAAAA,0,68464,11,47861,26578
220_20220127154408,"0,1",/mnt/big/indeed/diopsis_quality/images/220_20220127154408.jpg,,220_20220127154408,220_20220127154408R,,0.0,2.7945118,-8.021159,0,,0,#440154,#AAAAAA,0,68464,21,66781,26579
201_20210501181559,"0,1",/mnt/big/indeed/diopsis_quality/images/201_20210501181559.jpg,,201_20210501181559,201_20210501181559R,,0.0,0.433321,-7.3991346,0,,0,#440154,#AAAAAA,0,68466,12,47173,38456
380_20230706213048,"0,1",/mnt/big/indeed/diopsis_quality/images/380_20230706213048.jpg,,380_20230706213048,380_20230706213048R,,0.0,-0.50157547,-11.1419115,0,,0,#440154,#AAAAAA,0,68449,22,17412,5581
278_20220526041846,"0,1",/mnt/big/indeed/diopsis_quality/images/278_20220526041846.jpg,,278_20220526041846,278_20220526041846R,,0.0,2.2772675,3.3594322,0,,0,#440154,#AAAAAA,0,68455,12,29854,8694
286_20210803141349,"0,1",/mnt/big/indeed/diopsis_quality/images/286_20210803141349.jpg,,286_20210803141349,286_20210803141349R,,0.0,-0.3012104,-13.434013,0,,0,#440154,#AAAAAA,0,68468,20,59651,52647
372_20230708182914,"0,1",/mnt/big/indeed/diopsis_quality/images/372_20230708182914.jpg,,372_20230708182914,372_20230708182914R,,0.027987896,2.2127953,12.247078,0,,0,#46085c,#AAAAAA,0,68468,19,13798,52648
335_20230821233413,"0,1",/mnt/big/indeed/diopsis_quality/images/335_20230821233413.jpg,,335_20230821233413,335_20230821233413R,,0.009790768,12.686237,2.2323952,0,,0,#440154,#AAAAAA,0,68464,14,14306,26592
373_20230815092524,"0,1",/mnt/big/indeed/diopsis_quality/images/373_20230815092524.jpg,,373_20230815092524,373_20230815092524R,,0.0,-2.0569382,-7.1849833,0,,0,#440154,#AAAAAA,0,68465,18,66617,32534
285_20230827173300,"0,1",/mnt/big/indeed/diopsis_quality/images/285_20230827173300.jpg,,285_20230827173300,285_20230827173300R,,0.0,1.865387,-7.61014,0,,0,#440154,#AAAAAA,0,68466,7,6132,38522
353_20220820101449,"0,1",/mnt/big/indeed/diopsis_quality/images/353_20220820101449.jpg,,353_20220820101449,353_20220820101449R,,0.0,9.424208,6.317995,0,,0,#440154,#AAAAAA,1,67717,9,17518,151
373_20240715170549,"0,1",/mnt/big/indeed/diopsis_quality/images/373_20240715170549.jpg,,373_20240715170549,373_20240715170549R,,0.0,1.4158707,-3.947216,0,,0,#440154,#AAAAAA,0,68433,6,7409,2140
243_20230821232655,"0,1",/mnt/big/indeed/diopsis_quality/images/243_20230821232655.jpg,,243_20230821232655,243_20230821232655R,,0.0,-2.7068253,4.781048,0,,0,#440154,#AAAAAA,0,68461,14,63787,16798
276_20210808214447,"0,1",/mnt/big/indeed/diopsis_quality/images/276_20210808214447.jpg,,276_20210808214447,276_20210808214447R,,0.012325864,2.101324,3.880909,0,,0,#450457,#AAAAAA,0,68466,17,13325,38519
215_20210808042852,"0,1",/mnt/big/indeed/diopsis_quality/images/215_20210808042852.jpg,,215_20210808042852,215_20210808042852R,,0.0,-1.64674,2.851963,0,,0,#440154,#AAAAAA,0,68468,16,57588,52653
263_20230516115716,"0,1",/mnt/big/indeed/diopsis_quality/images/263_20230516115716.jpg,,263_20230516115716,263_20230516115716R,,0.0,-0.8694477,-12.705177,0,,0,#440154,#AAAAAA,0,68463,20,6894,23913
397_20240606212752,"0,1",/mnt/big/indeed/diopsis_quality/images/397_20240606212752.jpg,,397_20240606212752,397_20240606212752R,,0.0,0.50629044,-9.781126,0,,0,#440154,#AAAAAA,0,68464,30,18377,26591
287_20240812003144,"0,1",/mnt/big/indeed/diopsis_quality/images/287_20240812003144.jpg,,287_20240812003144,287_20240812003144R,,0.0032306814,-0.51018524,7.472645,0,,0,#440154,#AAAAAA,0,68468,29,3417,52654
351_20231219113924,"0,1",/mnt/big/indeed/diopsis_quality/images/351_20231219113924.jpg,,351_20231219113924,351_20231219113924R,,0.0,0.080718994,12.78307,0,,0,#440154,#AAAAAA,0,68466,16,19597,38520
294_20220715055404,"0,1",/mnt/big/indeed/diopsis_quality/images/294_20220715055404.jpg,,294_20220715055404,294_20220715055404R,,0.0,-6.3880434,4.163086,0,,0,#440154,#AAAAAA,0,68466,13,6837,38521
254_20240806093632,"0,1",/mnt/big/indeed/diopsis_quality/images/254_20240806093632.jpg,,254_20240806093632,254_20240806093632R,,0.0,-2.3776264,-6.9228926,0,,0,#440154,#AAAAAA,0,68468,15,45045,52682
360_20230518031905,"0,1",/mnt/big/indeed/diopsis_quality/images/360_20230518031905.jpg,,360_20230518031905,360_20230518031905R,,0.0,-3.153511,6.1398277,0,,0,#440154,#AAAAAA,0,68463,19,64304,23914
279_20210925171816,"0,1",/mnt/big/indeed/diopsis_quality/images/279_20210925171816.jpg,,279_20210925171816,279_20210925171816R,,0.0,-2.532568,-11.11698,0,,0,#440154,#AAAAAA,0,68435,18,16957,2334
210_20230704034050,"0,1",/mnt/big/indeed/diopsis_quality/images/210_20230704034050.jpg,,210_20230704034050,210_20230704034050R,,0.0,-7.2599106,3.1300087,0,,0,#440154,#AAAAAA,0,68413,9,5267,1180
342_20231118233042,"0,1",/mnt/big/indeed/diopsis_quality/images/342_20231118233042.jpg,,342_20231118233042,342_20231118233042R,,0.0,-0.5689411,12.360146,0,,0,#440154,#AAAAAA,0,68466,15,46630,38499
244_20210730214436,"0,1",/mnt/big/indeed/diopsis_quality/images/244_20210730214436.jpg,,244_20210730214436,244_20210730214436R,,0.0024604776,3.508091,4.2868805,0,,0,#440154,#AAAAAA,0,68452,11,61070,7035
384_20240802134718,"0,1",/mnt/big/indeed/diopsis_quality/images/384_20240802134718.jpg,,384_20240802134718,384_20240802134718R,,0.0,-0.8413124,-10.052215,1,,0,#440154,#AAAAAA,0,68468,32,57860,52652
303_20210807115151,"0,1",/mnt/big/indeed/diopsis_quality/images/303_20210807115151.jpg,,303_20210807115151,303_20210807115151R,,0.0,-0.87547684,-8.550873,0,,0,#440154,#AAAAAA,0,68466,18,7750,38439
319_20220829163342,"0,1",/mnt/big/indeed/diopsis_quality/images/319_20220829163342.jpg,,319_20220829163342,319_20220829163342R,,0.0,-2.12014,-6.4469347,0,,0,#440154,#AAAAAA,0,68464,20,58015,26588
250_20220514184947,"0,1",/mnt/big/indeed/diopsis_quality/images/250_20220514184947.jpg,,250_20220514184947,250_20220514184947R,,0.0,-1.312376,11.244633,0,,0,#440154,#AAAAAA,0,68468,15,44189,52680
327_20220828212726,"0,1",/mnt/big/indeed/diopsis_quality/images/327_20220828212726.jpg,,327_20220828212726,327_20220828212726R,,0.012457984,12.151192,2.349413,0,,0,#450457,#AAAAAA,0,68457,14,36959,10613
363_20240702043335,"0,1",/mnt/big/indeed/diopsis_quality/images/363_20240702043335.jpg,,363_20240702043335,363_20240702043335R,,0.0,13.593639,4.402233,0,,0,#440154,#AAAAAA,0,68466,17,58296,38442
360_20230809072559,"0,1",/mnt/big/indeed/diopsis_quality/images/360_20230809072559.jpg,,360_20230809072559,360_20230809072559R,,0.0,-1.4356632,-6.662178,0,,0,#440154,#AAAAAA,0,68466,17,6485,38498
240_20240812164727,"0,1",/mnt/big/indeed/diopsis_quality/images/240_20240812164727.jpg,,240_20240812164727,240_20240812164727R,,0.0,-9.64979,10.34943,0,,0,#440154,#AAAAAA,0,68460,9,60792,14008
300_20210821044854,"0,1",/mnt/big/indeed/diopsis_quality/images/300_20210821044854.jpg,,300_20210821044854,300_20210821044854R,,0.0,4.6945915,15.8433,0,,0,#440154,#AAAAAA,1,68437,18,57273,2524
379_20220908150554,"0,1",/mnt/big/indeed/diopsis_quality/images/379_20220908150554.jpg,,379_20220908150554,379_20220908150554R,,0.0,-4.958069,-4.0704556,0,,0,#440154,#AAAAAA,0,68468,19,46679,52681
220_20210924233331,"0,1",/mnt/big/indeed/diopsis_quality/images/220_20210924233331.jpg,,220_20210924233331,220_20210924233331R,,0.023967518,-2.0072327,6.035967,0,,0,#46085c,#AAAAAA,0,68461,19,64623,16804
362_20230910045057,"0,1",/mnt/big/indeed/diopsis_quality/images/362_20230910045057.jpg,,362_20230910045057,362_20230910045057R,,0.0,-6.041398,4.1937275,0,,0,#440154,#AAAAAA,0,68466,12,26161,38486
265_20220320130140,"0,1",/mnt/big/indeed/diopsis_quality/images/265_20220320130140.jpg,,265_20220320130140,265_20220320130140R,,0.0,4.5846386,15.581081,0,,0,#440154,#AAAAAA,0,68463,25,29380,23916
345_20220426001326,"0,1",/mnt/big/indeed/diopsis_quality/images/345_20220426001326.jpg,,345_20220426001326,345_20220426001326R,,0.0,2.0302048,3.797552,0,,0,#440154,#AAAAAA,0,68468,12,37046,52642
335_20230502220506,"0,1",/mnt/big/indeed/diopsis_quality/images/335_20230502220506.jpg,,335_20230502220506,335_20230502220506R,,0.009952023,12.759293,2.1022625,0,,0,#440154,#AAAAAA,0,68468,14,40394,52597
274_20210816110202,"0,1",/mnt/big/indeed/diopsis_quality/images/274_20210816110202.jpg,,274_20210816110202,274_20210816110202R,,0.0,-2.2193794,-8.389386,0,,0,#440154,#AAAAAA,0,68468,20,27912,52598
366_20220601045459,"0,1",/mnt/big/indeed/diopsis_quality/images/366_20220601045459.jpg,,366_20220601045459,366_20220601045459R,,0.045089267,-15.3275175,10.690842,0,,0,#471063,#AAAAAA,0,68463,16,19540,23917
269_20230816173959,"0,1",/mnt/big/indeed/diopsis_quality/images/269_20230816173959.jpg,,269_20230816173959,269_20230816173959R,,0.0,-10.05628,-0.4749527,0,,0,#440154,#AAAAAA,0,68466,22,29878,38557
300_20210809051744,"0,1",/mnt/big/indeed/diopsis_quality/images/300_20210809051744.jpg,,300_20210809051744,300_20210809051744R,,0.0,-0.3441391,3.725483,1,,0,#440154,#AAAAAA,0,68466,22,1556,38484
377_20220826071225,"0,1",/mnt/big/indeed/diopsis_quality/images/377_20220826071225.jpg,,377_20220826071225,377_20220826071225R,,0.0,1.4189434,4.8843994,0,,0,#440154,#AAAAAA,0,68445,14,45844,4069
354_20230906102239,"0,1",/mnt/big/indeed/diopsis_quality/images/354_20230906102239.jpg,,354_20230906102239,354_20230906102239R,,0.0,1.0450153,-4.8595667,0,,0,#440154,#AAAAAA,0,68445,12,5241,4070
398_20230528153359,"0,1",/mnt/big/indeed/diopsis_quality/images/398_20230528153359.jpg,,398_20230528153359,398_20230528153359R,,0.0,1.4636765,-4.173746,0,,0,#440154,#AAAAAA,0,68466,6,64351,38485
325_20210818112439,"0,1",/mnt/big/indeed/diopsis_quality/images/325_20210818112439.jpg,,325_20210818112439,325_20210818112439R,,0.0,-3.4894333,-5.9095554,0,,0,#440154,#AAAAAA,0,68455,15,41162,8791
355_20230529163824,"0,1",/mnt/big/indeed/diopsis_quality/images/355_20230529163824.jpg,,355_20230529163824,355_20230529163824R,,0.0,-2.642191,-5.045615,0,,0,#440154,#AAAAAA,0,68468,18,65726,52640
